section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Biomonitoring,Kraaijeveld K.; de Weger L.A.; Ventayol García M.; Buermans H.; Frank J.; Hiemstra P.S.; den Dunnen J.T.,"Kraaijeveld, Ken (6701738590); de Weger, Letty A. (56618480800); Ventayol García, Marina (56201809100); Buermans, Henk (29667515000); Frank, Jeroen (56201545100); Hiemstra, Pieter S. (7004364809); den Dunnen, Johan T. (7005591386)",6701738590; 56618480800; 56201809100; 29667515000; 56201545100; 7004364809; 7005591386,Efficient and sensitive identification and quantification of airborne pollen using next-generation DNA sequencing,2015,Molecular Ecology Resources
Biomonitoring,Turner C.R.; Barnes M.A.; Xu C.C.Y.; Jones S.E.; Jerde C.L.; Lodge D.M.,"Turner, Cameron R. (25230535700); Barnes, Matthew A. (40361068000); Xu, Charles C. Y. (57145238300); Jones, Stuart E. (14034245000); Jerde, Christopher L. (8574691500); Lodge, David M. (7101657153)",25230535700; 40361068000; 57145238300; 14034245000; 8574691500; 7101657153,Particle size distribution and optimal capture of aqueous macrobial eDNA,2014,Methods in Ecology and Evolution
Biomonitoring,Shokralla S.; Spall J.L.; Gibson J.F.; Hajibabaei M.,"Shokralla, Shadi (22986167500); Spall, Jennifer L. (55180309600); Gibson, Joel F. (35793518900); Hajibabaei, Mehrdad (12240029000)",22986167500; 55180309600; 35793518900; 12240029000,Next-generation sequencing technologies for environmental DNA research,2012,Molecular Ecology
Biomonitoring,Díaz-Ferguson E.; Herod J.; Galvez J.; Moyer G.,"Díaz-Ferguson, Edgardo (8669202200); Herod, Jeffrey (6604057184); Galvez, John (7102941303); Moyer, Gregory (36906860800)",8669202200; 6604057184; 7102941303; 36906860800,Development of molecular markers for eDNA detection of the invasive African jewelfish (Hemichromis letourneuxi): A new tool for monitoring aquatic invasive species in National Wildlife Refuges,2014,Management of Biological Invasions
Biomonitoring,Collins R.A.; Armstrong K.F.; Holyoake A.J.; Keeling S.,"Collins, Rupert A. (54894200000); Armstrong, Karen F. (25623316800); Holyoake, Andrew J. (6506152117); Keeling, Suzanne (43161173100)",54894200000; 25623316800; 6506152117; 43161173100,Something in the water: Biosecurity monitoring of ornamental fish imports using environmental DNA,2013,Biological Invasions
Biomonitoring,Pawlowski J.; Esling P.; Lejzerowicz F.; Cedhagen T.; Wilding T.A.,"Pawlowski, Jan (7103199199); Esling, Philippe (36052697700); Lejzerowicz, Franck (36457076100); Cedhagen, Tomas (6602305636); Wilding, Thomas A. (57206158378)",7103199199; 36052697700; 36457076100; 6602305636; 57206158378,Environmental monitoring through protist next-generation sequencing metabarcoding: Assessing the impact of fish farming on benthic foraminifera communities,2014,Molecular Ecology Resources
Biomonitoring,MäcHler E.; Deiner K.; Steinmann P.; Altermatt F.,"MäcHler, Elvira (55365166600); Deiner, Kristy (16027686900); Steinmann, Patrick (14010711400); Altermatt, Florian (16686534500)",55365166600; 16027686900; 14010711400; 16686534500,Utility of Environmental DNA for Monitoring Rare and Indicator Macroinvertebrate Species,2014,Freshwater Science
Biomonitoring,Bohmann K.; Evans A.; Gilbert M.T.P.; Carvalho G.R.; Creer S.; Knapp M.; Yu D.W.; de Bruyn M.,"Bohmann, Kristine (43261173100); Evans, Alice (57191371911); Gilbert, M. Thomas P. (7202762494); Carvalho, Gary R. (7101668676); Creer, Simon (57188762757); Knapp, Michael (57213928159); Yu, Douglas W. (7404666206); de Bruyn, Mark (56224652400)",43261173100; 57191371911; 7202762494; 7101668676; 57188762757; 57213928159; 7404666206; 56224652400,Environmental DNA for wildlife biology and biodiversity monitoring,2014,Trends in Ecology and Evolution
Biomonitoring,Lara E.; Acosta-Mercado D.,"Lara, Enrique (23982938200); Acosta-Mercado, Dimaris (6508286150)",23982938200; 6508286150,A molecular perspective on ciliates as soil bioindicators,2012,European Journal of Soil Biology
Biomonitoring,Schmidt B.R.; Kéry M.; Ursenbacher S.; Hyman O.J.; Collins J.P.,"Schmidt, Benedikt R. (7402828855); Kéry, Marc (6701406674); Ursenbacher, Sylvain (11140726200); Hyman, Oliver J. (54921607200); Collins, James P. (35474977700)",7402828855; 6701406674; 11140726200; 54921607200; 35474977700,Site occupancy models in the analysis of environmental DNA presence/absence surveys: A case study of an emerging amphibian pathogen,2013,Methods in Ecology and Evolution
Biomonitoring,Olson Z.H.; Briggler J.T.; Williams R.N.,"Olson, Zachary H. (36155726900); Briggler, Jeffrey T. (6602889739); Williams, Rod N. (55495817400)",36155726900; 6602889739; 55495817400,An eDNA approach to detect eastern hellbenders (Cryptobranchus a. alleganiensis) using samples of water,2012,Wildlife Research
Biomonitoring,Schmidt B.R.; Ursenbacher S.,"Schmidt, Benedikt R. (7402828855); Ursenbacher, Sylvain (11140726200)",7402828855; 11140726200,Environmental DNA is a new method to detect species in aquatic environments; [Umwelt-DNA als neue Methode zum Artnachweis in Gewässern],2015,Zeitschrift fur Feldherpetologie
Biomonitoring,Strand D.A.; Jussila J.; Johnsen S.I.; Viljamaa-Dirks S.; Edsman L.; Wiik-Nielsen J.; Viljugrein H.; Engdahl F.; Vrålstad T.,"Strand, David A. (53878681600); Jussila, Japo (56247553800); Johnsen, Stein I. (22937669900); Viljamaa-Dirks, Satu (49662483800); Edsman, Lennart (10043414100); Wiik-Nielsen, Jannicke (23570234900); Viljugrein, Hildegunn (6603226979); Engdahl, Frederik (57199624348); Vrålstad, Trude (6602220651)",53878681600; 56247553800; 22937669900; 49662483800; 10043414100; 23570234900; 6603226979; 57199624348; 6602220651,Detection of crayfish plague spores in large freshwater systems,2014,Journal of Applied Ecology
Biomonitoring,Yang C.; Wang X.; Miller J.A.; De Blécourt M.; Ji Y.; Yang C.; Harrison R.D.; Yu D.W.,"Yang, Chenxue (55556452500); Wang, Xiaoyang (55810527400); Miller, Jeremy A. (9742145900); De Blécourt, Marleen (55798333800); Ji, Yinqiu (55809132000); Yang, Chunyan (55915303800); Harrison, Rhett D. (7403906434); Yu, Douglas W. (7404666206)",55556452500; 55810527400; 9742145900; 55798333800; 55809132000; 55915303800; 7403906434; 7404666206,Using metabarcoding to ask if easily collected soil and leaf-litter samples can be used as a general biodiversity indicator,2014,Ecological Indicators
Biomonitoring,Yu D.W.; Ji Y.; Emerson B.C.; Wang X.; Ye C.; Yang C.; Ding Z.,"Yu, Douglas W. (7404666206); Ji, Yinqiu (55809132000); Emerson, Brent C. (55809548900); Wang, Xiaoyang (55810527400); Ye, Chengxi (58441074100); Yang, Chunyan (55915303800); Ding, Zhaoli (9839261000)",7404666206; 55809132000; 55809548900; 55810527400; 58441074100; 55915303800; 9839261000,Biodiversity soup: Metabarcoding of arthropods for rapid biodiversity assessment and biomonitoring,2012,Methods in Ecology and Evolution
Biomonitoring,Rees H.C.; Bishop K.; Middleditch D.J.; Patmore J.R.M.; Maddison B.C.; Gough K.C.,"Rees, Helen C. (8987874800); Bishop, Keith (7103048368); Middleditch, David J. (56289274400); Patmore, James R. M. (56288970500); Maddison, Ben C. (12240392700); Gough, Kevin C. (7006564246)",8987874800; 7103048368; 56289274400; 56288970500; 12240392700; 7006564246,The application of eDNA for monitoring of the Great Crested Newt in the UK,2014,Ecology and Evolution
Biomonitoring,Bohmann K.; Evans A.; Gilbert M.T.P.; Carvalho G.R.; Creer S.; Knapp M.; Yu D.W.; de Bruyn M.,"Bohmann, Kristine (43261173100); Evans, Alice (57191371911); Gilbert, M. Thomas P. (7202762494); Carvalho, Gary R. (7101668676); Creer, Simon (57188762757); Knapp, Michael (57213928159); Yu, Douglas W. (7404666206); de Bruyn, Mark (56224652400)",43261173100; 57191371911; 7202762494; 7101668676; 57188762757; 57213928159; 7404666206; 56224652400,Erratum to Environmental DNA for wildlife biology and biodiversity monitoring. [Trends in Ecology & Evolution 29 (2014) 358 - 367],2014,Trends in Ecology and Evolution
Biomonitoring,Thomsen P.F.; Kielgast J.; Iversen L.L.; Wiuf C.; Rasmussen M.; Gilbert M.T.P.; Orlando L.; Willerslev E.,"Thomsen, Philip Francis (8392194400); Kielgast, Jos (28367763100); Iversen, Lars L. (21635324800); Wiuf, Carsten (7003496015); Rasmussen, Morten (56681765600); Gilbert, M. Thomas P (7202762494); Orlando, Ludovic (7006472586); Willerslev, Eske (56273625000)",8392194400; 28367763100; 21635324800; 7003496015; 56681765600; 7202762494; 7006472586; 56273625000,Monitoring endangered freshwater biodiversity using environmental DNA,2012,Molecular Ecology
Biomonitoring,Brodin Y.; Ejdung G.; Strandberg J.; Lyrholm T.,"Brodin, Y. (24536749600); Ejdung, G. (6603105364); Strandberg, J. (55534332900); Lyrholm, T. (6603059841)",24536749600; 6603105364; 55534332900; 6603059841,Improving environmental and biodiversity monitoring in the Baltic Sea using DNA barcoding of Chironomidae (Diptera),2013,Molecular Ecology Resources
Biomonitoring,Ji Y.; Ashton L.; Pedley S.M.; Edwards D.P.; Tang Y.; Nakamura A.; Kitching R.; Dolman P.M.; Woodcock P.; Edwards F.A.; Larsen T.H.; Hsu W.W.; Benedick S.; Hamer K.C.; Wilcove D.S.; Bruce C.; Wang X.; Levi T.; Lott M.; Emerson B.C.; Yu D.W.,"Ji, Yinqiu (55809132000); Ashton, Louise (55193477400); Pedley, Scott M. (55210012100); Edwards, David P. (7404087101); Tang, Yong (55754864200); Nakamura, Akihiro (7402790429); Kitching, Roger (7102466376); Dolman, Paul M. (7003550593); Woodcock, Paul (35621245100); Edwards, Felicity A. (55004028300); Larsen, Trond H. (8589341000); Hsu, Wayne W. (14325162900); Benedick, Suzan (6507649982); Hamer, Keith C. (35569772500); Wilcove, David S. (6602124672); Bruce, Catharine (55613295400); Wang, Xiaoyang (55810527400); Levi, Taal (22035083500); Lott, Martin (14325593400); Emerson, Brent C. (55809548900); Yu, Douglas W. (7404666206)",55809132000; 55193477400; 55210012100; 7404087101; 55754864200; 7402790429; 7102466376; 7003550593; 35621245100; 55004028300; 8589341000; 14325162900; 6507649982; 35569772500; 6602124672; 55613295400; 55810527400; 22035083500; 14325593400; 55809548900; 7404666206,"Reliable, verifiable and efficient monitoring of biodiversity via metabarcoding",2013,Ecology Letters
Primers,Thomas B.K.; Manikandan K.; Qurban M.; Clardy T.R.; Sundaramanickam A.; Bajes Khalil A.; Gopalan J.,"Thomas, Biji K. (57412120400); Manikandan, Karuppasamy (57211402135); Qurban, Mohammed (57212567148); Clardy, Todd R. (56153026600); Sundaramanickam, Arumugam (55816629700); Bajes Khalil, Amjad (56027813400); Gopalan, Jinoy (57219868294)",57412120400; 57211402135; 57212567148; 56153026600; 55816629700; 56027813400; 57219868294,Metabarcoding the zooplankton species of the Saudi Arabian Gulf: A study employing mock communities and two gene markers,2023,Egyptian Journal of Aquatic Research
Primers,Risti S.T.; Maryanto A.E.; Andayani N.,"Risti, Shafa Talitha (58071956200); Maryanto, Andi Eko (57190936371); Andayani, Noviar (6508065762)",58071956200; 57190936371; 6508065762,Detection of Red-Eared Slider (Trachemys scripta elegans) using Environmental DNA with Cytochrome b Primer,2022,IOP Conference Series: Earth and Environmental Science
Primers,Tessler M.; Cunningham S.W.; Ingala M.R.; Warring S.D.; Brugler M.R.,"Tessler, Michael (55619619500); Cunningham, Seth W. (57114329500); Ingala, Melissa R. (57188804265); Warring, Sally D. (55507931000); Brugler, Mercer R. (16021059900)",55619619500; 57114329500; 57188804265; 55507931000; 16021059900,An Environmental DNA Primer for Microbial and Restoration Ecology,2023,Microbial Ecology
Primers,Okanishi M.; Kohtsuka H.; Wu Q.; Shinji J.; Shibata N.; Tamada T.; Nakano T.; Minamoto T.,"Okanishi, Masanori (54887251200); Kohtsuka, Hisanori (9236165800); Wu, Qianqian (57201431927); Shinji, Junpei (26642758800); Shibata, Naoki (57202582544); Tamada, Takashi (58238039800); Nakano, Tomoyuki (35771328300); Minamoto, Toshifumi (25639837900)",54887251200; 9236165800; 57201431927; 26642758800; 57202582544; 58238039800; 35771328300; 25639837900,"Development of two new sets of PCR primers for eDNA metabarcoding of brittle stars (Echinodermata, Ophiuroidea)",2023,Metabarcoding and Metagenomics
Primers,Robinson C.V.; Porter T.M.; Maitland V.C.; Wright M.T.G.; Hajibabaei M.,"Robinson, Chloe Victoria (57201682743); Porter, Teresita M. (23489970400); Maitland, Victoria Carley (57219984667); Wright, Michael T.G. (57204159492); Hajibabaei, Mehrdad (12240029000)",57201682743; 23489970400; 57219984667; 57204159492; 12240029000,"Multi-marker metabarcoding resolves subtle variations in freshwater condition: Bioindicators, ecological traits, and trophic interactions",2022,Ecological Indicators
Primers,Sasano S.; Murakami H.; Suzuki K.W.; Minamoto T.; Yamashita Y.; Masuda R.,"Sasano, Sachia (57435060100); Murakami, Hiroaki (57169451400); Suzuki, Keita W. (37063845200); Minamoto, Toshifumi (25639837900); Yamashita, Yoh (7402954570); Masuda, Reiji (7101661522)",57435060100; 57169451400; 37063845200; 25639837900; 7402954570; 7101661522,Seasonal changes in the distribution of black sea bream Acanthopagrus schlegelii estimated by environmental DNA,2022,Fisheries Science
Primers,Kauserud H.,"Kauserud, Håvard (6603575750)",6603575750,ITS alchemy: On the use of ITS as a DNA marker in fungal ecology,2023,Fungal Ecology
Primers,Pérez-Burillo J.; Mann D.G.; Trobajo R.,"Pérez-Burillo, Javier (57216408990); Mann, David G. (7402056240); Trobajo, Rosa (6507094584)",57216408990; 7402056240; 6507094584,Evaluation of two short overlapping rbcL markers for diatom metabarcoding of environmental samples: Effects on biomonitoring assessment and species resolution,2022,Chemosphere
Primers,Fernandez S.; Gutiérrez Á.; Deconinck D.; Martinez J.L.; Alvarez A.; Marquez I.; Machado-Schiaffino G.; Garcia-Vazquez E.,"Fernandez, Sara (57193443924); Gutiérrez, Álvaro (58597165000); Deconinck, Dumas (57216892238); Martinez, Jose Luis (57209170803); Alvarez, Almudena (57223366546); Marquez, Isabel (7006647121); Machado-Schiaffino, Gonzalo (16028762600); Garcia-Vazquez, Eva (7007039888)",57193443924; 58597165000; 57216892238; 57209170803; 57223366546; 7006647121; 16028762600; 7007039888,Biomass Quantification of the Critically Endangered European eel from Running Waters Using Environmental DNA,2023,Fishes
Primers,Bonin A.; Guerrieri A.; Ficetola G.F.,"Bonin, Aurélie (55367874300); Guerrieri, Alessia (57218478637); Ficetola, Gentile Francesco (8284288500)",55367874300; 57218478637; 8284288500,Optimal sequence similarity thresholds for clustering of molecular operational taxonomic units in DNA metabarcoding studies,2023,Molecular Ecology Resources
Primers,Christianson L.M.; Johnson S.B.; Schultz D.T.; Haddock S.H.D.,"Christianson, Lynne M. (7006047903); Johnson, Shannon B. (10039308800); Schultz, Darrin T. (56498543200); Haddock, Steven H. D. (7003746627)",7006047903; 10039308800; 56498543200; 7003746627,Hidden diversity of Ctenophora revealed by new mitochondrial COI primers and sequences,2022,Molecular Ecology Resources
Primers,Roesma D.I.; Tjong D.H.; Syaifullah; Nofrita; Janra M.N.; Prawira F.D.L.; Salis V.M.; Aidil D.R.,"Roesma, Dewi Imelda (56641646000); Tjong, Djong Hon (18233717300); Syaifullah (57190367510); Nofrita (57218375929); Janra, Muhammad Nazri (55941897100); Prawira, Furqan Dwiki Lintang (58284573400); Salis, Viola Mutiara (58234845000); Aidil, Dyta Rabbani (57200968932)",56641646000; 18233717300; 57190367510; 57218375929; 55941897100; 58284573400; 58234845000; 57200968932,The importance of DNA barcode reference libraries and selection primer pair in monitoring fish diversity using environmental DNA metabarcoding,2023,Biodiversitas
Primers,Min X.; Li F.; Zhang X.; Guo F.; Zhang F.; Zhang Y.,"Min, Xingyue (58009990900); Li, Feilong (57214075437); Zhang, Xinfei (58088024200); Guo, Fen (56603576200); Zhang, Fan (56341334400); Zhang, Yuan (55937227700)",58009990900; 57214075437; 58088024200; 56603576200; 56341334400; 55937227700,Choice of primer pairs and PCR polymerase affect the detection of fish eDNA,2023,Environmental Sciences Europe
Primers,Latz M.A.C.; Grujcic V.; Brugel S.; Lycken J.; John U.; Karlson B.; Andersson A.; Andersson A.F.,"Latz, Meike A. C. (57204612182); Grujcic, Vesna (56719711800); Brugel, Sonia (8859141000); Lycken, Jenny (57664834200); John, Uwe (7103247566); Karlson, Bengt (7101628357); Andersson, Agneta (7202967767); Andersson, Anders F. (16052100600)",57204612182; 56719711800; 8859141000; 57664834200; 7103247566; 7101628357; 7202967767; 16052100600,Short- and long-read metabarcoding of the eukaryotic rRNA operon: Evaluation of primers and comparison to shotgun metagenomics sequencing,2022,Molecular Ecology Resources
Primers,Takahashi M.; Saccò M.; Kestel J.H.; Nester G.; Campbell M.A.; van der Heyde M.; Heydenrych M.J.; Juszkiewicz D.J.; Nevill P.; Dawkins K.L.; Bessey C.; Fernandes K.; Miller H.; Power M.; Mousavi-Derazmahalleh M.; Newton J.P.; White N.E.; Richards Z.T.; Allentoft M.E.,"Takahashi, Miwa (55701071900); Saccò, Mattia (57205602317); Kestel, Joshua H. (57223109275); Nester, Georgia (57223860830); Campbell, Matthew A. (57211516792); van der Heyde, Mieke (57191499178); Heydenrych, Matthew J. (57221386855); Juszkiewicz, David J. (57225052878); Nevill, Paul (25630973000); Dawkins, Kathryn L. (36508585200); Bessey, Cindy (6507316677); Fernandes, Kristen (57203748640); Miller, Haylea (58589483400); Power, Matthew (24473402800); Mousavi-Derazmahalleh, Mahsa (57200292744); Newton, Joshua P. (57760269800); White, Nicole E. (37065418600); Richards, Zoe T. (23988153400); Allentoft, Morten E. (57218390316)",55701071900; 57205602317; 57223109275; 57223860830; 57211516792; 57191499178; 57221386855; 57225052878; 25630973000; 36508585200; 6507316677; 57203748640; 58589483400; 24473402800; 57200292744; 57760269800; 37065418600; 23988153400; 57218390316,Aquatic environmental DNA: A review of the macro-organismal biomonitoring revolution,2023,Science of the Total Environment
